股票代码,date,total_words,positive_words,negative_words,sentiment_score
603259,2022-04-25,10,0,0,0.0
603259,2022-04-26,87,11,4,0.08
603259,2022-04-27,53,13,1,0.226
603259,2022-04-28,35,3,0,0.086
603259,2022-04-29,57,4,0,0.07
603259,2022-05-05,78,7,2,0.064
603259,2022-05-06,42,2,0,0.048
603259,2022-05-09,28,0,2,-0.071
603259,2022-05-10,38,4,4,0.0
603259,2023-04-13,80,9,2,0.088
603259,2023-04-14,23,0,3,-0.13
603259,2023-04-17,60,5,7,-0.033
603259,2023-04-18,95,8,10,-0.021
603259,2023-04-19,18,1,1,0.0
603259,2023-04-20,13,1,2,-0.077
603259,2023-04-21,23,3,1,0.087
603259,2023-04-24,22,2,3,-0.045
603259,2023-04-25,126,6,10,-0.032
603259,2023-04-26,105,7,12,-0.048
603259,2023-04-27,22,2,3,-0.045
603259,2023-04-28,13,3,0,0.231
603259,2023-05-05,12,0,1,-0.083
603259,2023-05-08,8,1,0,0.125
603259,2023-05-10,18,0,1,-0.056
603259,2023-05-11,14,3,1,0.143
688981,2022-03-29,41,7,0,0.171
688981,2022-03-31,25,1,0,0.04
688981,2022-04-01,28,3,1,0.071
688981,2022-04-06,5,0,0,0.0
688981,2022-04-07,17,2,0,0.118
688981,2022-04-08,4,0,0,0.0
688981,2022-04-11,51,4,3,0.02
688981,2022-04-12,53,4,2,0.038
688981,2022-04-13,27,2,0,0.074
688981,2022-04-14,2,0,0,0.0
688981,2022-04-15,22,0,1,-0.045
688981,2022-04-18,48,3,1,0.042
688981,2023-04-14,4,2,0,0.5
688981,2023-04-17,99,7,0,0.071
688981,2023-04-18,109,5,4,0.009
688981,2023-04-19,87,3,4,-0.011
688981,2023-04-20,160,9,0,0.056
688981,2023-04-21,50,1,1,0.0
688981,2023-04-24,50,1,0,0.02
688981,2023-04-25,33,2,1,0.03
688981,2023-04-26,60,2,3,-0.017
688981,2023-04-27,109,4,3,0.009
688981,2023-04-28,87,5,3,0.023
688981,2023-05-04,50,2,2,0.0
688981,2023-05-05,31,2,3,-0.032
688981,2023-05-08,27,3,0,0.111
