股票代码,股票名称,股票代码_6位,评论日期,评论情绪指标,年报语调
601288.SH,农业银行,601288,2022-04-01,-0.25,
601288.SH,农业银行,601288,2022-04-07,0.0,
601288.SH,农业银行,601288,2022-04-11,0.0,
601288.SH,农业银行,601288,2022-04-12,0.048,
601288.SH,农业银行,601288,2022-04-13,0.048,
601288.SH,农业银行,601288,2022-04-15,0.1,
601288.SH,农业银行,601288,2023-03-23,0.0,
601288.SH,农业银行,601288,2023-03-28,0.111,
601288.SH,农业银行,601288,2023-03-29,0.0,
601288.SH,农业银行,601288,2023-03-30,0.019,0.0813
601288.SH,农业银行,601288,2023-03-31,0.022,
601288.SH,农业银行,601288,2023-04-03,0.05,
601288.SH,农业银行,601288,2023-04-04,0.042,
601288.SH,农业银行,601288,2023-04-06,0.067,
601288.SH,农业银行,601288,2023-04-07,0.0,
601288.SH,农业银行,601288,2023-04-10,0.0,
601288.SH,农业银行,601288,2023-04-11,-0.042,
601288.SH,农业银行,601288,2023-04-12,0.07,
601288.SH,农业银行,601288,2023-04-13,0.043,
601288.SH,农业银行,601288,2023-04-14,-0.1,
601318.SH,中国平安,601318,2022-03-21,0.0,
601318.SH,中国平安,601318,2022-03-22,-0.032,
601318.SH,中国平安,601318,2022-03-23,0.0,
601318.SH,中国平安,601318,2022-03-24,0.167,
601318.SH,中国平安,601318,2022-03-25,0.0,0.0889
601318.SH,中国平安,601318,2022-03-28,0.0,
601318.SH,中国平安,601318,2022-03-29,0.083,
601318.SH,中国平安,601318,2022-03-30,0.024,
601318.SH,中国平安,601318,2022-04-01,0.25,
601318.SH,中国平安,601318,2022-04-06,0.0,
601318.SH,中国平安,601318,2022-04-07,-0.111,
601318.SH,中国平安,601318,2022-04-08,0.0,
601318.SH,中国平安,601318,2022-04-11,-0.045,
601318.SH,中国平安,601318,2022-04-12,0.07,
601318.SH,中国平安,601318,2022-04-13,-0.083,
601318.SH,中国平安,601318,2023-04-14,0.03,
601318.SH,中国平安,601318,2023-04-17,0.073,
601318.SH,中国平安,601318,2023-04-18,0.015,
601318.SH,中国平安,601318,2023-04-19,0.0,0.0877
601318.SH,中国平安,601318,2023-04-20,0.069,
601318.SH,中国平安,601318,2023-04-21,0.019,
601318.SH,中国平安,601318,2023-04-24,0.045,
601318.SH,中国平安,601318,2023-04-25,0.056,
601318.SH,中国平安,601318,2023-04-26,0.0,
601318.SH,中国平安,601318,2023-04-27,0.066,
601318.SH,中国平安,601318,2023-04-28,0.081,
601318.SH,中国平安,601318,2023-05-04,0.028,
601318.SH,中国平安,601318,2023-05-05,0.115,
601318.SH,中国平安,601318,2023-05-08,0.077,
601318.SH,中国平安,601318,2023-05-09,0.077,
601398.SH,工商银行,601398,2022-04-22,0.038,
601398.SH,工商银行,601398,2022-04-25,-0.056,
601398.SH,工商银行,601398,2022-04-26,0.0,
601398.SH,工商银行,601398,2022-04-27,0.06,0.0931
601398.SH,工商银行,601398,2022-04-28,0.044,
601398.SH,工商银行,601398,2022-04-29,0.0,
601398.SH,工商银行,601398,2022-05-05,0.025,
601398.SH,工商银行,601398,2022-05-06,-0.125,
601398.SH,工商银行,601398,2022-05-09,0.062,
601398.SH,工商银行,601398,2022-05-10,0.045,
601398.SH,工商银行,601398,2022-05-11,0.13,
601398.SH,工商银行,601398,2022-05-12,-0.1,
601398.SH,工商银行,601398,2022-05-13,0.071,
601398.SH,工商银行,601398,2022-05-17,0.0,
601398.SH,工商银行,601398,2023-04-24,0.143,
601398.SH,工商银行,601398,2023-04-25,1.0,
601398.SH,工商银行,601398,2023-04-27,0.0,0.0973
601398.SH,工商银行,601398,2023-04-28,0.091,
601398.SH,工商银行,601398,2023-05-04,0.029,
601398.SH,工商银行,601398,2023-05-05,0.107,
601398.SH,工商银行,601398,2023-05-08,0.073,
601398.SH,工商银行,601398,2023-05-09,0.059,
601398.SH,工商银行,601398,2023-05-10,0.033,
601398.SH,工商银行,601398,2023-05-11,0.214,
601398.SH,工商银行,601398,2023-05-12,0.0,
601398.SH,工商银行,601398,2023-05-15,0.054,
601398.SH,工商银行,601398,2023-05-16,0.0,
601899.SH,紫金矿业,601899,2022-03-14,0.043,
601899.SH,紫金矿业,601899,2022-03-15,-0.087,
601899.SH,紫金矿业,601899,2022-03-16,0.083,
601899.SH,紫金矿业,601899,2022-03-17,-0.059,
601899.SH,紫金矿业,601899,2022-03-18,-0.167,0.0789
601899.SH,紫金矿业,601899,2022-03-22,-0.133,
601899.SH,紫金矿业,601899,2022-03-23,-0.053,
601899.SH,紫金矿业,601899,2022-03-24,-0.333,
601899.SH,紫金矿业,601899,2022-03-25,0.053,
601899.SH,紫金矿业,601899,2022-03-28,0.125,
601899.SH,紫金矿业,601899,2022-03-29,0.0,
601899.SH,紫金矿业,601899,2022-03-30,0.217,
601899.SH,紫金矿业,601899,2022-03-31,-0.091,
601899.SH,紫金矿业,601899,2022-04-01,0.0,
601899.SH,紫金矿业,601899,2023-04-24,0.0,
601899.SH,紫金矿业,601899,2023-04-25,0.125,
601899.SH,紫金矿业,601899,2023-04-26,0.056,
601899.SH,紫金矿业,601899,2023-04-27,0.5,
601899.SH,紫金矿业,601899,2023-04-28,0.0,0.0688
601899.SH,紫金矿业,601899,2023-05-04,0.023,
601899.SH,紫金矿业,601899,2023-05-05,-0.053,
601899.SH,紫金矿业,601899,2023-05-08,0.087,
601899.SH,紫金矿业,601899,2023-05-09,0.048,
601899.SH,紫金矿业,601899,2023-05-10,-0.273,
601899.SH,紫金矿业,601899,2023-05-11,0.158,
601899.SH,紫金矿业,601899,2023-05-12,0.022,
601899.SH,紫金矿业,601899,2023-05-15,0.081,
601899.SH,紫金矿业,601899,2023-05-16,-0.069,
601899.SH,紫金矿业,601899,2023-05-17,-0.05,
601899.SH,紫金矿业,601899,2023-05-18,0.07,
603259.SH,药明康德,603259,2022-04-14,0.091,
603259.SH,药明康德,603259,2022-04-15,0.267,
603259.SH,药明康德,603259,2022-04-18,0.083,
603259.SH,药明康德,603259,2022-04-19,-0.012,
603259.SH,药明康德,603259,2022-04-20,-0.077,
603259.SH,药明康德,603259,2022-04-21,-0.021,0.0739
603259.SH,药明康德,603259,2022-04-22,0.043,
603259.SH,药明康德,603259,2022-04-25,0.0,
603259.SH,药明康德,603259,2022-04-26,0.08,
603259.SH,药明康德,603259,2022-04-27,0.226,
603259.SH,药明康德,603259,2022-04-28,0.086,
603259.SH,药明康德,603259,2022-04-29,0.07,
603259.SH,药明康德,603259,2022-05-05,0.064,
603259.SH,药明康德,603259,2022-05-06,0.048,
603259.SH,药明康德,603259,2022-05-09,-0.071,
603259.SH,药明康德,603259,2022-05-10,0.0,
603259.SH,药明康德,603259,2023-04-13,0.088,
603259.SH,药明康德,603259,2023-04-14,-0.13,
603259.SH,药明康德,603259,2023-04-17,-0.033,
603259.SH,药明康德,603259,2023-04-18,-0.021,
603259.SH,药明康德,603259,2023-04-19,0.0,
603259.SH,药明康德,603259,2023-04-20,-0.077,0.0803
603259.SH,药明康德,603259,2023-04-21,0.087,
603259.SH,药明康德,603259,2023-04-24,-0.045,
603259.SH,药明康德,603259,2023-04-25,-0.032,
603259.SH,药明康德,603259,2023-04-26,-0.048,
603259.SH,药明康德,603259,2023-04-27,-0.045,
603259.SH,药明康德,603259,2023-04-28,0.231,
603259.SH,药明康德,603259,2023-05-05,-0.083,
603259.SH,药明康德,603259,2023-05-08,0.125,
603259.SH,药明康德,603259,2023-05-10,-0.056,
603259.SH,药明康德,603259,2023-05-11,0.143,
688981.SH,中芯国际,688981,2022-03-29,0.171,
688981.SH,中芯国际,688981,2022-03-31,0.04,0.0473
688981.SH,中芯国际,688981,2022-04-01,0.071,
688981.SH,中芯国际,688981,2022-04-06,0.0,
688981.SH,中芯国际,688981,2022-04-07,0.118,
688981.SH,中芯国际,688981,2022-04-08,0.0,
688981.SH,中芯国际,688981,2022-04-11,0.02,
688981.SH,中芯国际,688981,2022-04-12,0.038,
688981.SH,中芯国际,688981,2022-04-13,0.074,
688981.SH,中芯国际,688981,2022-04-14,0.0,
688981.SH,中芯国际,688981,2022-04-15,-0.045,
688981.SH,中芯国际,688981,2022-04-18,0.042,
688981.SH,中芯国际,688981,2023-04-14,0.5,
688981.SH,中芯国际,688981,2023-04-17,0.071,
688981.SH,中芯国际,688981,2023-04-18,0.009,
688981.SH,中芯国际,688981,2023-04-19,-0.011,
688981.SH,中芯国际,688981,2023-04-20,0.056,0.0474
688981.SH,中芯国际,688981,2023-04-21,0.0,
688981.SH,中芯国际,688981,2023-04-24,0.02,
688981.SH,中芯国际,688981,2023-04-25,0.03,
688981.SH,中芯国际,688981,2023-04-26,-0.017,
688981.SH,中芯国际,688981,2023-04-27,0.009,
688981.SH,中芯国际,688981,2023-04-28,0.023,
688981.SH,中芯国际,688981,2023-05-04,0.0,
688981.SH,中芯国际,688981,2023-05-05,-0.032,
688981.SH,中芯国际,688981,2023-05-08,0.111,
